id,status_group,longitude,latitude,label
28358,functional,35.39139419,-3.50966817,0
57453,functional,35.73163673,-3.31126435,0
71952,non functional,39.21461786,-8.28530325,1
1761,functional,33.52374687,-3.4385947,0
15234,functional,32.06441228,-3.34915799,0
60021,functional,34.52119973,-9.79731413,0
22567,non functional,39.16378702,-6.8545419,1
17695,functional,33.87747295,-9.41129668,0
19872,functional,34.22230639,-2.99449627,0
22828,functional,38.23938126,-7.77586968,0
34896,non functional,30.22615406,-4.19337016,1
35570,functional,33.51120801,-2.78278859,0
41325,non functional,34.03690181,-1.16513731,1
8831,functional,36.80476363,-3.45212444,0
5345,functional,38.67036908,-4.87840172,0
19379,non functional,37.03430682,-3.36673886,1
5514,functional,34.60540813,-9.29060887,0
61654,non functional,31.58352781,-1.88104149,1
40482,non functional,34.19893772,-3.46146836,1
43123,functional,33.4338201,-2.90820837,0
40492,non functional,33.82772922,-9.41251008,1
68733,non functional,33.19022516,-4.21466423,1
3952,non functional,35.86632357,-3.3522812,1
70288,non functional,36.14512687,-5.22021295,1
30085,non functional,38.47383457,-4.8570174,1
65837,non functional,32.92164844,-8.60823208,1
34752,functional,32.60812552,-3.86928325,0
2465,functional,36.73583456,-3.48008807,0
11466,non functional,35.8403163,-8.82895766,1
22313,functional needs repair,32.99387218,-2.490689,2
30179,non functional,35.9262288,-10.560363,1
23505,functional,30.59681141,-2.6744562,0
48424,functional,38.36516644,-5.68080534,0
11150,functional,33.2021167,-3.86319071,0
70368,functional,34.77257549,-4.73622837,0
26935,non functional,38.91827923,-10.26383034,1
5919,functional,36.65804855,-6.70918927,0
2134,functional,35.52087846,-4.23154706,0
16652,functional,37.03945739,-3.19517549,0
59302,functional,33.46569891,-4.70446026,0
24210,non functional,37.48793154,-3.28193519,1
6211,functional,36.72113386,-3.46679579,0
19743,functional,33.20152001,-3.72025776,0
10760,non functional,33.49881365,-2.94263614,1
48104,functional,36.99136393,-7.86094699,0
50171,non functional,30.403616,-5.67962638,1
63137,non functional,38.82275376,-4.84454985,1
38301,functional,30.75223253,-3.36452832,0
10948,functional,32.87597047,-4.2063841,0
33232,functional,34.7109555,-1.76823106,0
61415,functional,32.91322003,-2.05342264,0
69131,functional,38.58087123,-10.62851574,0
73555,functional,0,-2.00E-08,0
46610,functional,37.58530386,-3.75021614,0
20922,non functional,34.69597966,-5.03699814,1
55743,functional,33.56034041,-9.09092201,0
19341,functional,38.84321908,-6.58312227,0
9588,functional needs repair,32.79421888,-9.12042103,2
3293,functional,33.86579295,-3.33848751,0
55490,functional,37.59088914,-3.18718104,0
67678,functional,37.34740551,-3.3502403,0
36119,non functional,39.18876281,-7.65888299,1
62775,non functional,36.73193672,-3.37781768,1
68162,non functional,30.47489443,-3.70811334,1
66128,non functional,37.90618638,-9.94683886,1
12036,functional,38.35101087,-6.64400617,0
15739,non functional,34.10495503,-3.4205866,1
57048,functional,36.04083816,-10.5245354,0
15825,non functional,30.78835329,-2.38068605,1
45590,functional needs repair,34.70462742,-8.32259921,2
18055,functional,37.795571,-7.04760938,0
34073,non functional,33.44722642,-3.68392348,1
14860,non functional,32.42815945,-3.33075622,1
53713,functional needs repair,36.77067078,-3.37698136,2
69327,non functional,34.60032502,-4.77989368,1
60169,functional,36.67916558,-8.31564157,0
26798,functional,30.06031119,-4.69393049,0
37122,functional,37.08407,-6.00506008,0
45156,functional,34.50436344,-9.89212831,0
22874,functional,38.5750937,-6.7975229,0
58774,functional,34.82583361,-8.18880341,0
40092,non functional,33.33973963,-2.97035714,1
17487,functional,34.35667818,-9.6105171,0
35886,functional,35.37578751,-8.75835126,0
49892,functional,30.63213158,-3.82739331,0
66338,functional,37.42290341,-6.9161357,0
35481,non functional,33.34808888,-9.19881262,1
4135,non functional,35.35265658,-5.17881846,1
54191,functional,30.57090108,-2.62987473,0
31349,functional,36.67222636,-3.62965193,0
72271,functional,31.7498392,-8.5344248,0
48863,functional,34.23099717,-4.21836909,0
13758,non functional,30.96467793,-1.66590979,1
33443,non functional,33.02026237,-2.39164691,1
12003,non functional,31.9160792,-5.25143201,1
10845,non functional,35.14670638,-8.18306336,1
47,non functional,31.98521626,-8.7966666,1
70492,functional,34.68086633,-9.2406243,0
11346,non functional,38.51188187,-5.51807432,1
20126,functional,33.56061221,-9.2145227,0
51000,non functional,30.50896232,-2.52455324,1
64505,functional,36.54610185,-4.25642189,0
58329,functional,37.06873712,-6.85937357,0
6311,non functional,33.35264444,-2.578048,1
22286,functional,36.87551656,-7.88181542,0
35013,functional,0,-2.00E-08,0
6274,non functional,32.63319622,-5.05439613,1
30904,non functional,0,-2.00E-08,1
46606,non functional,34.61387763,-1.73712329,1
18461,functional,35.34507312,-10.85916147,0
15256,non functional,37.66043891,-3.21752559,1
625,functional,34.64076139,-1.78844917,0
42122,functional,36.67894526,-8.30628575,0
18277,functional needs repair,34.25080081,-4.37250045,2
68501,functional,34.0684007,-3.30773241,0
8816,functional needs repair,0,-2.00E-08,2
62879,functional,34.76871642,-5.1327538,0
18554,functional,35.83908979,-4.15465863,0
27712,functional,35.70756387,-10.78676407,0
46935,non functional,35.00856892,-10.95605062,1
57804,non functional,40.11209762,-10.28226352,1
57711,functional,38.26376826,-4.6680653,0
5516,non functional,33.42517101,-3.79193585,1
8305,functional,34.64408454,-9.35761371,0
57410,non functional,40.32131492,-10.4564688,1
51412,non functional,33.95582047,-9.5001778,1
25863,functional,0,-2.00E-08,0
35994,non functional,31.23656847,-7.85595471,1
55279,non functional,32.98242637,-3.5704957,1
74102,functional,32.64295346,-3.8584254,0
38277,functional,36.60009328,-6.97856157,0
1998,functional needs repair,31.74270096,-1.47231362,2
52056,non functional,39.10100761,-10.7892176,1
63679,functional,37.04160822,-3.22502964,0
71762,non functional,33.51148899,-4.63448062,1
71432,functional,35.92758462,-6.47854966,0
45592,functional,38.83066229,-6.53995349,0
13663,non functional,0,-2.00E-08,1
62227,non functional,31.85258165,-8.17876971,1
3730,functional,36.22362832,-11.28689995,0
2451,functional,33.55666651,-2.78210149,0
46418,non functional,33.52220851,-3.40795562,1
45996,non functional,34.32131632,-4.12409426,1
60911,non functional,33.06134414,-2.52582168,1
46089,functional,37.16180905,-3.21266668,0
65579,non functional,34.61932338,-1.7468754,1
40407,non functional,38.68868865,-9.16322231,1
66663,non functional,37.01706351,-6.03899895,1
26597,non functional,34.96590335,-10.21703167,1
50540,functional,36.01839632,-7.28765311,0
58133,non functional,36.73921669,-3.32422104,1
1493,functional,32.80754298,-4.37193479,0
31503,non functional,31.60477312,-7.96263199,1
17910,non functional,33.90055014,-9.29311097,1
19466,functional,34.3700274,-9.57712303,0
38120,non functional,32.64487307,-3.77410639,1
66553,non functional,37.6026059,-3.31909706,1
31696,functional,35.03531882,-4.16567532,0
51318,non functional,33.90823812,-9.40472259,1
33584,non functional,35.97490664,-5.94254108,1
48678,functional,30.58863531,-2.71923816,0
36112,non functional,37.08661522,-5.7370266,1
6294,functional,36.80401372,-3.3167372,0
40612,non functional,31.42577274,-7.63461171,1
62793,functional needs repair,34.59641723,-9.07327479,2
58090,non functional,39.09674464,-6.9799109,1
2532,non functional,37.20754504,-5.57232672,1
38865,non functional,33.7107406,-9.21057375,1
35462,non functional,33.57208558,-3.0464021,1
51709,non functional,36.71705888,-3.35589356,1
40624,non functional,33.84850587,-9.55216621,1
41745,functional,37.95349481,-4.41592459,0
42315,functional,38.90284169,-6.44951651,0
38952,non functional,0,-2.00E-08,1
45540,functional,39.01443813,-8.23812877,0
73833,functional,38.61877338,-5.10721854,0
27771,functional,31.04822137,-6.33833899,0
9336,functional,37.84826964,-9.61433822,0
12545,functional,34.82033488,-9.03510167,0
54811,non functional,36.79230543,-3.34979167,1
48326,non functional,38.39710186,-4.9251607,1
31787,non functional,33.09517998,-1.99763088,1
61745,non functional,32.35879044,-4.00646,1
42091,functional,36.79706266,-6.1354472,0
43727,functional,31.22012544,-3.07220285,0
46917,functional,32.63545921,-3.80567865,0
26718,functional,37.29019113,-6.42529681,0
3138,non functional,33.88398143,-3.185606,1
72932,non functional,35.89507318,-10.21073277,1
25707,non functional,38.96299211,-10.47649288,1
68580,non functional,39.04307434,-10.7816037,1
25064,functional,36.41415828,-6.13430046,0
7624,non functional,31.04406217,-5.13764923,1
3830,non functional,33.95376734,-9.4873863,1
13458,non functional,36.57408461,-6.69767367,1
57377,non functional,0,-2.00E-08,1
37294,non functional,32.52128071,-2.37903929,1
39561,functional,38.86607565,-6.82280766,0
23237,functional,34.60345018,-1.61918532,0
72484,non functional,35.53298353,-4.40597145,1
56490,functional,33.20285456,-3.04240406,0
13706,non functional,34.93718983,-5.99977036,1
43035,non functional,30.15273217,-4.54077625,1
14084,functional,32.80299931,-8.87835339,0
55875,functional,34.55182205,-1.35661922,0
17299,functional,40.12614156,-10.43465942,0
1793,functional,38.32634808,-4.7514248,0
70943,functional,0,-2.00E-08,0
65720,functional,38.89788633,-6.44237257,0
49165,functional,34.55491319,-9.14946908,0
18879,functional,30.93459662,-1.25277144,0
3574,non functional,37.50583745,-4.1815796,1
56735,functional,35.6962332,-7.8731905,0
45481,functional,35.77371567,-8.84971999,0
51772,non functional,36.93584706,-3.34334386,1
74095,functional,39.36643633,-10.30127313,0
54000,functional needs repair,33.54653887,-9.16371881,2
34834,functional,33.02409116,-2.48236452,0
50175,functional,33.7405996,-3.39279422,0
35733,non functional,32.1910552,-3.26877366,1
6808,non functional,38.66003254,-5.80484429,1
27311,functional,34.41568362,-1.5767523,0
73303,non functional,30.66277795,-3.53000875,1
70335,non functional,33.32644086,-3.08163088,1
2691,non functional,34.37269689,-1.78983668,1
12582,functional,29.74090426,-4.84290189,0
49536,non functional,30.59635203,-2.57323506,1
23715,non functional,33.24439574,-3.8615992,1
45445,functional,31.6066171,-2.60932304,0
52609,functional,37.31433292,-3.24970886,0
35087,functional,30.85061761,-2.49113849,0
42767,non functional,33.80166084,-2.00958882,1
24373,functional,33.01272466,-9.22738733,0
32895,non functional,33.90955841,-9.47446919,1
9328,non functional,33.00745824,-3.89016633,1
23275,non functional,0,-2.00E-08,1
20054,non functional,38.37186337,-10.98727483,1
8378,functional,35.03079411,-8.4328557,0
47432,functional,30.68877317,-3.76946025,0
49863,functional,38.97897468,-7.95409439,0
57828,functional,0,-2.00E-08,0
31169,non functional,36.72200252,-8.65362013,1
38382,functional,37.3865924,-6.36036609,0
31205,functional,34.68018715,-9.14083579,0
23528,functional,34.71460573,-10.51658052,0
26507,non functional,37.50930245,-3.30882496,1
67091,non functional,36.46861393,-5.6739349,1
47734,functional,38.92499681,-6.51054761,0
927,functional,36.52220314,-3.39342907,0
48521,non functional,33.34842334,-9.48497765,1
16963,functional,34.2590751,-4.40881072,0
48233,functional,33.01103655,-4.16650486,0
58989,non functional,32.37423499,-8.9440109,1
2399,functional,37.76238239,-7.53169693,0
23530,functional,35.30071888,-5.16027369,0
46271,non functional,39.07599758,-7.04990083,1
71726,non functional,34.78978431,-8.21691723,1
23526,non functional,33.32319254,-7.91091918,1
49861,non functional,39.53571763,-7.00866174,1
22619,non functional,33.23922627,-4.76686766,1
41264,non functional,33.88952145,-1.67117321,1
20623,functional,34.8628255,-8.56843702,0
35694,functional,31.73181557,-2.88317872,0
68210,non functional,35.13625089,-10.74799406,1
13446,functional,31.58649299,-2.61463608,0
11321,functional needs repair,30.6811444,-3.62705074,2
56312,functional,37.46515889,-3.31118178,0
19533,non functional,32.51747976,-9.15630011,1
7275,functional,35.0759731,-10.79804496,0
48614,functional,39.09279766,-6.64837231,0
65873,non functional,38.85964263,-6.78217548,1
9008,functional,34.21033591,-9.4445598,0
36817,functional needs repair,38.2876645,-4.667617,2
25767,non functional,31.76912114,-0.99875229,1
38460,non functional,37.76327041,-5.9107048,1
16756,functional,31.63102827,-1.4306888,0
13310,non functional,36.56871387,-6.69386103,1
36514,functional,34.23950654,-9.39047516,0
57548,functional,39.02959265,-6.57794396,0
2809,functional,35.22436586,-8.1218927,0
70632,functional,34.58579127,-9.58808791,0
17260,functional,31.08101296,-6.51508857,0
27950,functional,34.68679223,-4.38963261,0
40629,non functional,35.73565522,-2.14366136,1
64155,functional,34.79191461,-9.72595495,0
50640,non functional,36.68636523,-8.09016914,1
67355,functional,35.79413513,-10.51861852,0
32132,non functional,0,-2.00E-08,1
70868,functional,36.979849,-3.16893983,0
45823,non functional,36.39325216,-10.59935863,1
19985,non functional,34.71749811,-8.88118394,1
61834,non functional,39.15129392,-7.29562054,1
54171,non functional,38.99613186,-6.4784051,1
62763,functional,0,-2.00E-08,0
42408,non functional,31.50903497,-8.44907449,1
13151,functional,35.02009506,-11.01824068,0
28311,functional,34.38677038,-9.59297568,0
57775,functional,34.29469896,-2.03495354,0
37603,non functional,34.52327165,-4.74420385,1
56357,non functional,31.0511087,-5.13285611,1
37845,non functional,39.03231325,-7.36969931,1
57177,non functional,39.15896432,-6.84120628,1
12821,functional,36.47661296,-6.75076655,0
8193,non functional,39.43667996,-9.37662288,1
49031,functional,34.12383029,-3.2024091,0
14011,functional,30.63373494,-2.56320545,0
33708,functional,36.23377967,-8.21175263,0
68898,non functional,40.20201195,-10.28176496,1
37198,non functional,37.96436919,-4.42688332,1
11151,functional,32.77964232,-4.71690258,0
22264,functional,38.51563204,-5.27378175,0
49694,functional,35.0525941,-5.79591041,0
47318,non functional,37.31338283,-11.11558636,1
46108,functional,39.17836138,-8.38908069,0
28297,non functional,31.73086306,-8.47514209,1
36340,functional,31.57563992,-2.91621924,0
26987,non functional,34.70331747,-4.93516804,1
5766,functional,37.56428815,-4.17832161,0
25979,non functional,33.53197455,-2.16001766,1
73021,non functional,38.39976208,-4.5384143,1
11908,functional needs repair,33.64159115,-8.76098064,2
47496,functional,35.11781745,-8.24900247,0
61777,functional,36.65501874,-3.58554909,0
47591,functional,31.54316722,-7.90179793,0
8968,functional,37.02226813,-3.23380781,0
45656,functional,39.07548471,-6.99394878,0
39630,functional,34.60692779,-9.32997986,0
2786,non functional,38.6341452,-6.17047728,1
958,functional,30.55758517,-2.50634494,0
55843,functional,36.37500852,-5.60986843,0
52074,functional,33.3502473,-4.17028356,0
23422,non functional,35.34545423,-8.20758126,1
55802,functional,38.57185116,-4.89606795,0
61634,functional,38.84563347,-6.5478954,0
1625,functional,34.81197573,-9.54612205,0
37398,non functional,36.35893948,-8.79374728,1
51011,functional,34.95816042,-4.45543202,0
49595,functional,37.19764194,-6.02807978,0
22486,non functional,36.18843838,-6.85468562,1
22916,functional,0,-2.00E-08,0
45204,non functional,34.81430226,-10.55386919,1
